message,label
"Is there a comp.graphics FAQ and if so, where?
",0
"Where did the hacker ethic go?

We hackers of the 70's and 80' are now comfortably employed
and supporting families.  The next generation takes
the radical lead now.  Don't look for radicalism among us
old ones; we're gone...
",0
"
Very good point.  Is there someone out there that is working on this?
I'd offer my time to help manage/do it all myself but yaw'll are not
going to hear from me over the summer.  I'm not trying to be pushy,
and there is being progress made (re: pov mailing list).

-hed
",0
"    [re a true 24 bit XV]


Don't mind if I do.
As someone who would _love_ to see XV go to 24 bit, this
would be plenty for me.

    a) XV can Load a 24 bit image, and display it in all it's
24 bit glory on 24 bit X displays.
    b) All other operations (Crop, Dither, Smooth, etc.) are not
supported on 24 bit images.

how hard would this be?

",0
" crud deleted... 

You are missing out on a lot of neat old rides.
-- 
-----------------------------------------------------------------------
""Tuba"" (Irwin)      ""I honk therefore I am""     CompuTrac-Richardson,Tx
irwin@cmptrc.lonestar.org    DoD #0826          (R75/6)",1
"Can anyone around here point me to information regarding STEREOSCOPIC images?
I believe I saw some at a show room in Texas (Lone Star Illusions)  and 
they were amazing.  I've now heard that they were created with a simple 
graphic program.  Does anyone have any of these images digitized??  
I really want to find a out as much as I can..",0
"
I had the same inconvenience when I bought my EX-500; only I could at least
go 50 mph during the initial break-in.

Despite the high quality of motor oils and motorcycle engines these days,
I would follow the instructions, and just keep to city street riding for
the first 500 miles. Heck, those miles go by fast, and it's worth it to
know you haven't possibly screwed up your engine.

At the same time, this has all the makings of a 6-week-long thread debating
the whole break-in topic.",1
"[...]

Aw, c'mon.  The serious overreaction ought to be worth a couple of points,
not to mention the bit condemning everthing the flamee might ever say.
The non sequitur about guns and helmets is just the proper flourish.

I personally am of the opinion that there are two types of good flames.
The first does trade ``quality,'' in the sense you mention, for heat.
This has a certain surprise value and if done correctly, which I
contend was done above, is reasonably entertaining.  While it is true that
the flame I posted does not mention anyone's habitual velocity, friends,
dinner, or entertainment, it says what it needs to with the appropriate
flair and it is short.  The weakness of this type of flame is actually
that it can easily be taken too far, at which point it becomes trite and
boring.  (Witness the Infante thread recently....)

The other type of flame, which you seem to be glorifying above, has
a few weaknesses as well.  In the first place, it can get verbose and 
tedious in the extreme, particularly if the reader does not already strongly
identify with one side or the other.  In the second, discussing someone's
personal qualities, habits, and so forth can quickly become libelous.
(Or is that slanderous?  I can never remember the difference.)  This leads
to a proliferation of lawyers, which is widely regarded as a BAD THING.
Finally, introducing polysyllabic words is problematic.  I can't haul my
big dic. around on my bike, and it would be bad form to use a word which
actually turned out to have a meaning, especially one which ran counter
to my use and flamage in general.

In summary, Blaine, your score for that flame is incorrect.  While it may
be the wunder-flame, the weaknesses you point out are not necessarily
weaknesses, and your suggested corrections are not always useful nor
applicable.  You also probably couldn't outrun a tennis ball with a
flatulent dog stapled to your posterior, and I'll bet you and your 
motorcycle lean to the outside while turning.  The same goes for anyone
who looks like you, too.


-----
Tommy McGuire
mcguire@cs.utexas.edu
mcguire@austin.ibm.com",1
"  ^^^^^^^^^^^^^

Does this mean they can either do alpha or stenciling, but not both
simultaneously?

                                                                 ^^

Same question again, does this mean they can either do double
buffering or stereo, but not both simultaneously?
-- ",0
"


Adobe Streamline has been out four a couple of years. It does a much better
job than the autotracing functions which are built into illustration
programs. Of course, a higher resolution bitmap will produce a more
accurate trace. The problem that I've run into though, is that when it
creates a detailed trace, it produces WAY more points than are necessary.
If I trace something manually, I use many less es points. The problem
with this is it produces BIG files which slow everything down, especially
printing.

Chuck",0
	Not really. I think it is less than 10%.,0
"I think the main reason is that in the good old hacker days of the young(er)
Gates' and Jobs' of the world, the computer was not as widespread a
phenomenom as it is now.  With the increased popularity of the PC
come a plethora of mundane business uses which required more practical
minded and narrower-focused programmers.

Why be a hacker when you can get a good job programming databases or
programs for accountants?  Basically, the yuppies caught up and
disciplined the hackers, and molded them in their own image.
",0
"CALL FOR PAPERS
                             ===============


                        Progress In Neural Networks
                     Special Volume on Shape Analysis


                Omid M. Omidvar         Minsoo Suk
                 Series Editor        Volume Editor



Significant progress has been made recently in shape analysis using
neural networks and the energy minimization concept. Ablex Publishing
Corporation is planning a special volume on ""Shape Analysis"", scheduled
for this year.

This volume will be a part of ""Progress in Neural Networks,"" an annual
book series reviewing research in modelling, analysis, design and
application of neural networks. The primary aim of this volume is to
present, in a single volume, the most important achievements made on
this important topic, which are otherwise scattered in diverse literature.

Authors are invited to submit original manuscripts detailing recent
progress. Suggested topics include, but are not limited to: shape modelling,
shape estimation, shape recovery, shape representation, shape matching,
surface reconstruction and surface decomposition. Research work utilizing
neural networks directly or based on energy minimization techniques such as
Markov random field, mean field annealing, simulated annealing, graduated
non-convexity algorithms and resistive networks are most welcome.

The paper should be tutorial in nature, self contained and preferably,
but not necessarily, about fifty double spaced pages in length. Please send
electronically (if you prefer, you can send a hardcopy to the address below)
an  abstract and an outline to
msuk@ima.enst.fr
by May 30, 1993. The full paper must be submitted by July 31, 1993 to:



Europe                                  USA",0
"Greetings all,
   Does anyone use some form of 3D input device?  I would like to hear any
information on any systems that people are currently using...

Please email responses. I will summarise if I get some feedback.
",0
"






Look be consistent. First you post something that seems to suggest that you see
xv being an 8 bit program as some sort of error. 
So I post and asy it is not a bug, it is meant to be like that. 
So you post and say it is not a bug, you never said it was, I have misunderstood
etc.
Now you are saying:


If you would make up your mind what you are claiming it would make the
discussion a *lot* easier.

----------------


Eh? Sorry, I don't understand what you are saying here. I am aware that English is
not your native language and have tried hard to fathom your meaning, but this
paragraph defeats me.


Yes *as I originally said*, global changes are easily possible.

But this statement contradicts what you said earlier: 


---------------



No I don't think so actually. 

You were talking about loading a 24 bit image into xv (by quantising),
manipulating the colours in the colour editor, then somewhow applying these
changes to the 24 bit file when you exit xv. Xv lets you edit individual
colours. Where is this sudden jumping off the topic?


Yes I am aware there is no colourmap in a 24 bit file!!


I do not understand what this statement is supposed to mean.


???
What are you saying
???


Ah! now we see thew problem! First you want to extend xv to allow editing of 8
bit previews of 24 bit images. Then I point out problems with this. Now you are
saying there is no problem because you, personally, happen not to use those
parts of the program that cause the problem!!



Not sure what you are saying here. Certainly one can make local changes.


Yes that is one possible approach. I would find a program that took such an
approach clumsy, however.


Well here we agree - you have not thought it through very much. You don't seem
to have a consistent point to make and contradict yourself from one post to the
next. OK, we all have off days - perhaps you should step back and think this one
through.



As I said in the last post, JPEG is a compression algorithm. It is a way of
saving disk space by trading off quality against compression. I fail to see what
the problem is. You have not proposed any workable alternatives.


Speak for yourself. You are the *only* person I have met or spoken to who,
having quantised a 24 bit image down to 8 bits, expects this process to somehow
reverse when the file is saved; keeping all modificvations that heve been made
to the 8 bit image palette.

Perhaps that is why you yused the singular?


Look, next time you import a 24 bit image into xv look carefully at the main
control panel - it tells you how many colours have been allocated to the 8 bit
image. XV makes it abundantly clear that you are not editing the original 24 bit
file. You are the *only* person who claims this is confusing.


Is a design error the same as a bug? ;-)

Read my lips. XV is a program for viewing and modifying 8 bit images. It lets
you import other images. It shows, I would say, a good deal of thought about the
human interface. And everyone else seems to use it happily for the purpose it
was designed for. It makes no false claims.


If you would come up with a solid, logical, well argued and lucid description of
precisely how these proposed extensions would work, feel free to post them. So 
far, you have not done so.


Argh!! After all this, a comment like that. `Very easily'. OK, go ahead and code it
if it is so easy.

Or alternatively, look up the terms `import' and 'non-reversible transformation'.


I think this is a bit of an exageration.

What you are actually saying is, you got into a lift (elevator, if you are in
the states ;-) ) and mistakenly pressed the down button to go up. Everyone else
had no problem. Now you are trying to sue the manufacturer...


you bet


Mostly. Leaving aside the language issue however, it betrays some very wooly
thinking (as you yourself admit) which is the same in any language. Go think
some more.

--
Chris Lilley
----------------------------------------------------------------------------
Technical Author, ITTI Computer Graphics and Visualisation Training Project
Computer Graphics Unit, Manchester Computing Centre, Oxford Road, 
Manchester, UK.  M13 9PL                        Internet: C.C.Lilley@mcc.ac.uk 
Voice: +44 (0)61 275 6045  Fax: +44 (0)61 275 6040 Janet: C.C.Lilley@uk.ac.mcc",0
"

Well maintained chains, running in oil, without those little rubber 'O' rings 
to cause frictional losses, might reach 99% efficiency.  The average open to 
the dust 'O' ring motorcycle chain probably has a difficult job making 90% 
efficient.


Tony",1
"





Maybe. I've had an Epson portable with backlit LCD since 1988 which is
still used daily and the screen on that is fine. The only problem it
has (and ever has had) is the ""arm"" of the screen is sorta lose and if
you bend it fairly harshly the screen goes off until you wiggle it
round a bit. But other than that, it's been perfect! So what's that,
about um, 60 months???!",0
"More people have been asking for information on the Kubota graphics
workstations, so here is some more info on the Kenai/Denali vs. the
E&S Freedom.


Here is the text of a Denali vs. E&S Freedom done by D.H. Brown Associates.

------

Denali bears a strong resemblance to Evans and Sutherlands Freedom graphics
subsystem in several aspects of its high-level design.  Both products use
a parallel array of 29050 processors for geometric computations.  Both
have a pixel router to connect this front end to a second array of
pixel processors.  As a result, Denali and Freedome overlap significantly
in performance and functionality.  Both design teams also appear to have 
similar philosophies with respect to modularity, scalability, and market
penetration.

There remain, however, several important differences between the KPC and
E&S products.  Evans and Sutherland designed Freedom as a high-end
developer's dream system with plenty of performance potential and
flexibility.  In its favor, Freedom has configurations from two to
sixteen floating point units, a border range that starts and ends at
a higher price and performance levels than Denali.  All Freedom
systems include a large, fixed number of pixel processors that
support a broader variety of color blending functions.  The Freedom
design treats its entire image memory as general-purpose memory, allowing
developers to allocate it on a flexible basis to a number of special-purpose
applications.  Finally, E&S provided Freedom with very flexible otput and
video integration features for multimedia and simulation applications.  Note
that KPC is working an auxiliary board for NTSC and PAL output that will not
require an external video encoder.  E&S programmable output features,
however, will remain much more flexible.

The KPC design team, in contrast, made Denali more of an end-user's system.
Entry version have better performance range and flexibility than low-end
Freedom configurations, and come in at more realistic mainstream price
points.  Denali does not need as many 29050 modules as Freedome because
it uses a deeper scan-conversion pipeline to support each one, resulting
in better cost/performance characteristics.  Although both products provide
strong support for 3D, imaging, and volume rendering, KPC recognized that
not all users will want an even mix of these capabilities.  Denali's
configuration flexibility allows customers in effect to purchase
geometric and pixel processing capabilities separately, and to upgrade
them separately as needed.

Both companies have implemented hardware texture mapping at
workstation price levels as a way to attack SGI's more expensive
VGXT and RealityEngine systems -- the only other products to provide
this capability.  KPC supports point sampling and bilinear interpolation
of textures in hardware, but provides only software support for the higher
qualtiy tri-linear interpolated mipmapping method.  On balance, however, Denali
provideds bettern overall texturing capabilities than E&S for most applications.
Aside from being much more affordable, KPC solutions deliver more parallelism
for texture processing and more off-screen memory for general graphics
data storage.  By implementing texture mapping on its transformation
modules, E&S foces customers to move very quickly to higher price levels
to obtain better texturing performance.  Kubota avoids this problem by linking
texturing to its Frame Buffer Modules, providing a lower-cost, more scalable
solution.

Hope this helps,

Brian",0
"
I use Arts & Letters on a PC and if you make use of the Tracing Preferences
it traces beautifully. BUT - there's a trick to tracing. I've traced entire
cartoon images into custom clip art, but you can't expect to just point to
the image and get it just like that, it takes a little work (in some cases
a lot of work). You need to trace a drawing piece by piece, and then put it 
together... it's kinda hard to explain in type, but if you're ever in Reno
I can give you a little demonstration!
",0
"Hello,

	Does anyone know of an image format conversion tool that will convert a 
raw (8 bit grey scale) image to Gif or Tif format.  It would be great if the tool
ran on a PC, was a Windows application, and supported other formats, but I'll be 
happy with anything that works.


		Attn: Code L10MP   Robert LaFollette 
		Dahlgren Division, Naval Surface Warfare Center
		Dahlgren, VA 22448-5000",0
"-->
-->What, a dog weighs 150lb maybe, at max? You can't handle it?
-->
-->You have, I presume, thumbs? Grapple with it and tear it's head
-->off!
-->
-->Sheesh, even a trained attack dog is no match for a human,
-->we have *all* the advantages.
-->
--
--This was a recent discussion on rec.martial-arts.  Humans definitely don't
--have all the advantages. Dogs are deceptively strong and often bred for
--fighting of one sort or another.

--Ed
--DoD #1110

Being related to former trainers, I have come to know that humans do have all the
advantages (well, at least one anyway). It is a little known fact that a dog will
involuntarily regurgitate and release an object that is too large to swallow. I
was told that if I were ever attacked by a dog I should ball my hand in a fist and
force it down the dog's throat. The dog would naturally gag and release, and become
momentarily disoriented. This commonly happens to humans when we go to a doctor and
have our throats examined ( Proof Positive ). In the time during the dog's
disorientation, the next move would be to wrap an arm about the dog throat in a 
choke hold manner and constrict with all your might until the dog lapses into
unconsciousness ( from lack of oxygen and halting blood flow ). Finally, run like
the wind to get away from the local area should the dog get up again and be really
pissed.

OOOOOOOpsssss. For a second there I thought I was in rec.beatthelivingcrapoutofadog
and not rec.motorcycles.

Till next time.",1
"Does anyone know of a program for the PC that
will take AutoCad DXF format files and convert
them to a raster format, like PCX, GIF, etc?
Thanks in advance....
				ED
",0
"%
%   Well, here goes.  After lurking for a LONG time, I'll announce  myself.
%   Yes, I'm the enemy.
%

   Sorry Allan,  but unless  you happen  to be  the guy  who watches  T.V.
   while he's  driving a  white Toyota  on route  129 between  Atsugi  and
   Hiratsuka, you're not even -close- to being ""the enemy""!!

-- 
   ------------------------------------------------------------------------
  | John Little  - gaijin@Japan.Sun.COM  - Sun Microsystems. Atsugi, Japan | ",1
"Is there a way to wax out a dull finish (minor scrathes)?  While
""passngering"" on my fiance's Bandit, my hip-pack rubbed against the tail
and left a nasty dull finish and teeny scratches. Is there a way to get
rid of these?  Buff them out?  Wax them out?
help!",1
"
	Not to start *another* shaft effect discussion, but the twist you
	feel when revving sitting still is due to the larger fly-wheels that
	the BMW R-bikes (maybe K's too, dunno) use. If you whack the throttle
	at stop lights, it'll really rock the bike over (to the right).

	<snip> 	<snip>

	Please post if you come to any conclusion on this. I am thinking
	of putting a light on each cylinder guard on my R100S, and was
	wondering whether I was going to have to switch lights off every
	time I was under 5,000 RPM :-)


",1
"
It is true the convex algorithm is faster than a general concave/multi outline
algorithm, but not tremendously faster.  I spent awhile implementing and
optimizing both flavors, and the convex turned out about 10% faster.  This is
all C (on HP PA-RISC the compiler got the inner loop [shooting the span] as
fast as possible, as far as I could tell).  For any sort of game the database
to render is known ahead of time, and can be made all convex.  Definitely the
way to go.

p.s. sorry but my code CANNOT be made public domain....
	jesse",0
"]To those of you who have the BMW heated handgrips:
]	Are they comfortable? Do they transmit a lot of
]	vibration? How do they compare to the stock grips?
]	To foam grips? 

I don't have the grips, but have looked into getting them. it's my 
understanding that the grips themselves are the standard european 
style grips now coming standard on the 93 bikes (K1100RS, K1100LT, etc).
it's also my understanding that the heater resides _inside_ the bar 
itself so if anything I would suspect it would reduce vibration by 
providing more bar end mass.

I don't see why they wouldn't work with the old style foam grips aside
from the fact that it might cause the foam to deteriorate or something.
hard to belive considering they do fine in the 100+ degree texas summers.

'course, I don't actually have them so you can save your flames.
",1
"Hey Nick!  I got a bounce from postmaster@bnr.ca, it seems that they've never 
heard of a user 'npet'.  You should sort these guys out.


Tony",1
"Hello there!

A week ago a guy asked what a .SCO file was - well I researched a bit and foundout that it is just another RIX file. .SCI files are 320x200 files and .SCO files are 1024x768 files! alle the other formats (800x600, 640x480...) are also called something like .SC(character).",0
"I am using an ibm dx-50 with EISA and local bus....and I need to get a
local bus video card....

The only hitch is that I need one that will allow me to do the fastest
anims (or flics) from ram. I have 64-megs of ram in 16-meg simms

I am using 3D-Studio from Autodesk and Imagine from Impulse...
They both write out in the .FLC format....

So does anyone know what would be the best card for showing fast anims
from ram.... ie. like the orchid, Diamond Stealth Viper, ATI....etc

any help would be appreciated.... ( I am trying to circumvent the single-
frame route)",0
"Who has experience with porting a GL-program to an Alpha APX  
workstation with Kubota's Denali 3D-Graphic.
Is there any problems?
Is the real graphic-performance like a SGI R4000 Indigo XS24Z?
",0
"Hi,
  I need to know if there is a 256 color graphics mode that allows multiple
pages.  I want something like mode 0x10 (640x350x16 2 pages).  I have been
experimenting with graphics by calling the BIOS with borland turbo c.  I
feel like I am flying blind in this area, and could use all the help that
you can give.

  Thanks,
	Ivan......

",0
"
I read that GM wants to keep the Design part of Lotus but lose the car
production. And, I seem to remember, that the main problem with the Elan
was caused by GM's insistence that the Elan be re-designed (significantly)
for the US market which caused major design & production headaches. 


Quite true - brain fade on my part.
",1
"
I would prefer a picture with you in it.  Since most motorcycles don't post,
and are rather similar looking (i.e all R100S's are more alike than they are
different), it is the people that are ultimately more interesting.

From archive_policy.txt:

BTW, I have Charlie Smith's pictures available.


Interestingly, I've been to Stanley, ID by motorcycle.  Nice little town,
nice road getting there.

-Bruce",1
"



Someone once sold heated motorcycle grips via mail order.  The were 
aftermarket replacement grips that had the heating elements mlded into the 
grip itself.  Wires ran outside of the bars, from the grips to a switch and 
finaly the battery.  Cycle Magazine tested them YEARS ago and liked them.  
Dunno if they are still made.  Might check with the snowmobile racers.

 ----===== DoD #8177 = Technician(Dr. Speed) .NOT. Student =====----",1
"			      ^^
			      ||
		           New Technology

			       || 
			  Cycle eXperimental
			   

Got this from a mechanic at Al Lamb's Honda!

AT",1
"

	HOW TO GET A VERBAL WARNING FOR 146 IN A 55

It's simple.  First, it has to be the first really nice riding day
of spring.  The bike is back together again, and so are you.  Grab
all your gear, put it on, and fill the tank with 94 octane premium
or better.  Head out.

	In Ames, there is a road that leads to the little town of
Gilbert.  Gilbert has one stop light, if that tells you something.
Having just gotten the bike back together, I thought I'd take it
for a short ride and check things out.  Heading out of town, I
went into the twisties at a slow pace, just under the speed limit,
and started leaning around.  The pace quickened as everything felt
just right.  Finally, the road straightened and I was ready for a
bit of speed.  Grab third gear, open her up.  At roughly 90mph
grab fourth gear.  Look at as much of the bike as you can, and fail
to notice a state trooper following a quarter mile behind.  Twist
the throttle like a fool, grab fifth gear at 130 or so, and see
just how well she's been put back together.

	At 146 (according to radar) I noticed the front fender was
flexing a bit.  Thus, I slowed, pulled off the road, removed my
helmet and gloves, unslung the took kit I was carrying in a fanny
pack, and was just starting to tighten that fender when the trooper
pulled in all hot and flustered.

	""Have you *ANY* idea how fast you were going?""
""Not precisely, no.  I was paying attention to the bike and road,
not the instruments.  I just got her back together last night, and
I'm just out here testing her out before I ride it in traffic.""
	""My radar says you were at over 145mph.  Care to tell me why
I shouldn't give you a ticket?""
""Because I was testing the motorcycle away from population and
traffic, on a strait and flat road, while wearing all the protective
gear that safety demands?"" (note: I wasn't quite that eloquent)
	""Say, what kind of bike is that, anyway?""
<I was eloquent on my cafe racer replica Honda 750, a Rat Bike>
	""Yeah, I haven't had my bike out of the garage in years.""
<compare riding stories>
<pack toolkit, having tightened that fender>
	""So why were you out here?""
""I figure every other idiot on the road is going to look right through
me.  If the bike fails somehow in a 35mph zone, I'm dead.  If it holds
up out here, then I know it will work right in traffic.  I do this
evvery year when I rebuild her.""
	""Not any more.  You'll find a better place than *my* highway
to do those speeds.  If I *ever* catch you speeding on my highway
again I'm going to nail you for everything I possibly can.  Now get
out of my sight before I write you a ticket.""
""Yes, officer.""
	""And kid, keep your eyes open out there..."" <drives off>

	And that, in a nut-shell, is how to get a warning for 146 in a 55.
I don't guarantee that it will work for you, but it worked for me.",1
"My CB750 does it too.  The ""Switch Continuity"" section of the wiring diagram
looks something like this:

	HL L  H
        x--x     Low
        x--x--x  (N)
        x-----x  High

Dean
",1
"

Oh. OK then, sorry for misunderstanding.


Maybee you should persuade your burea that for only $650 they can become much
more competitive, taking input from Autocad, PostScript andGif as well as
SCODL... 

Seriously, this sounds like something the bureau should have. Or find another
bureau. You should not be the one buting this software.

--
Chris Lilley
----------------------------------------------------------------------------
Technical Author, ITTI Computer Graphics and Visualisation Training Project
Computer Graphics Unit, Manchester Computing Centre, Oxford Road, 
Manchester, UK.  M13 9PL                        Internet: C.C.Lilley@mcc.ac.uk 
Voice: +44 (0)61 275 6045  Fax: +44 (0)61 275 6040 Janet: C.C.Lilley@uk.ac.mcc",0
"RFD
                          Request For Discussion
                                for the
                          OPEN  TELEMATIC GROUP

                                  OTG

I have proposed the forming of a consortium/task force for the
promotion of NAPLPS/JPEG, FIF to openly discuss ways, method,
procedures,algorythms, applications, implementation, extensions of
NAPLPS/JPEG standards.  These standards should facilitate the creation
of REAL_TIME Online applications that make use of Voice, Video,
Telecommuting, HiRes graphics, Conferencing, Distant Learning, Online
order entry, Fax,in addition these dicussion would assist all to
better understand how SGML, CALS, ODA, MIME, OODBMS, JPEG, MPEG,
FRACTALS, SQL, CDrom, cdromXA, Kodak PhotoCD, TCL, V.FAST, and
EIA/TIA562, can best be incorporated and implemented to develop
TELEMATIC/Multimedia applications.

We want to be able to support DOS, UNIX, MAC, WINDOWS, NT, OS/2
platforms.  It is our hope that individuals, developers, corporations,
Universities, R & D labs would join in in supporting such an endeavor.

This would be a NOT_FOR_PROFIT group with bylaws and charter. Already
many corporations have decided to support OTG (Open TELEMATIC Group) so
do not delay joining if you are a developer

An RFD has been posted to form a usenet newsgroup and a FAQ will soon
be be composed to start promulgating what is known on the subject.  If
you would like to be added to the maillist send email or mail to the
address below.

This group would publish an electronic quarterly NAPLPS/JPEG
newsletter as well as a hardcopy version.  We urge all who wants to
see CMCs HiRes based applications & the NAPLPS/JPEG G R O W, decide to
join and mutually benefit from this NOT-FOR_PROFIT endeavor.

NOTE: Telematic has been defined by Mr. James Martin as the marriage
      of Voice, Video, Hi-res Graphics, Fax, IVR, Music over telephone
      lines/LAN.

If you would like to get involve write to me at:

  IMG Inter-Multimedia Group| Internet:  epimntl@world.std.com
  P.O. Box 95901            |            ed.pimentel@gisatl.fidonet.org
  Atlanta, Georgia, US      | CIS     :  70611,3703
                            | FidoNet :  1:133/407
                            | BBS     :  +1-404-985-1198 zyxel 14.4k",0
"Can anyone give me information or lead me to electronic information (not
books; I'm too poor...) regarding programming the standard graphics modes?
320x200x4 and 640x200x2 are easy enough, but I'm not so sure about the
rest.  Something about planes or something, and writing to ports and the
like, but I don't know the numbers or anything -- for the 16 color modes, I
think.  If I'm wrong, let me know.  Also, 320x200x256 is just one byte/pixel;
that's easy enough, but are there any other ways to write to the screen,
perhaps bytes at a time, or something like that?

Of course, I'd appreciate any information about any mode....  which reminds
me of another question -- do the SuperVGA modes work the same, generally,
as the normal 16 and 256 color modes, or is not only the mode numbers
for various cards different, but the methods for writing to the screen
different as well?

Thanks for any help you can give me...  I'm developing a screen class for
C++ and find myself searching for information.  Oh, I do have Ralf Brown's
Interrupt List, which has given me tons of invaluable information already.
It just doesn't go into the screen programming details (except for the
read/write pixel BIOS calls...

Thanks again.
",0
"

If possible, I split lanes. Even if you don't get all the way to the
head of the line, at least you won't rear-ended. I always worry more when
I'm in the lane, at the front of the line, and no one in behind me. Then you
have to keep an eye on your mirrors. I also get ready to pull a hard right,
*just in case*.

Mike",1
